Time: 2018-08-14 00:10:33
Path of this file: /Users/audrey/GitProjects_2016/Projects/DeveloperVersion/lxa5/linguistica_wordvec/datasets/lxa_outputs/stems_to_signatures.txt

System info:
=============================================
System: Darwin
Node: audreyxvi.local
Release: 17.5.0
Version: Darwin Kernel Version 17.5.0: Mon Mar  5 22:24:32 PST 2018; root:xnu-4570.51.1~1/RELEASE_X86_64
Machine: x86_64
Processor: i386
Python version: 3.5.2

Packages:
=============================================
Linguistica 5.1.0-dev
SciPy 0.19.1
NumPy 1.13.1
NetworkX 1.11

Linguistica parameters:
=============================================
{'keep_case': 0,
 'max_affix_length': 4,
 'max_word_tokens': 0,
 'max_word_types': 7000,
 'min_context_count': 3,
 'min_sig_count': 5,
 'min_stem_length': 4,
 'n_eigenvectors': 6,
 'n_neighbors': 9,
 'suffixing': 1}

Input file information:
=============================================
Path: /Users/audrey/GitProjects_2016/Projects/DeveloperVersion/lxa5/linguistica_wordvec/datasets/english-brown.txt
Number of word types: 48781
Number of word tokens: 1145632

Results:
=============================================
Stems to signatures

\begin{tabular}{lll}
\toprule
Index      & Stems           & Signatures \\
6637       & pint            & NULL/o \\
6638       & pioneer         & 's/NULL/ed/ing/s \\
6639       & pious           & NULL/ly \\
6640       & pirate          & NULL/s/s' \\
6641       & pirates         & '/NULL \\
6642       & pistol          & NULL/s \\
6643       & pistol-whipp    & ed/ing \\
6644       & piston          & NULL/s \\
6645       & pitche          & d/r/rs/s \\
6646       & pitcher         & NULL/s \\
6647       & pitfall         & NULL/s \\
6648       & pith            & NULL/y \\
6649       & pitiful         & NULL/ly \\
6650       & pitiless        & NULL/ly \\
6651       & pittsburgh      & NULL/ers \\
6652       & plac            & e/ed/es/ing \\
6653       & place-kick      & er/ing \\
6654       & place-name      & NULL/s \\
6655       & placi           & d/ng \\
6656       & plague          & NULL/d \\
6657       & plaid           & NULL/s \\
6658       & plaintiff       & 's/NULL/s \\
6659       & planetoid       & NULL/s \\
6660       & plank           & NULL/ing/s \\
6661       & plann           & ed/er/ers/ing \\
6662       & planne          & d/r/rs \\
6663       & planner         & NULL/s \\
6664       & plantation      & NULL/s \\
6665       & planter         & NULL/s/s' \\
6666       & planters        & '/NULL \\
6667       & planting        & NULL/s \\
6668       & plaque          & NULL/s \\
6669       & plas            & m/tic \\
6670       & plasm           & NULL/a \\
6671       & plaster         & NULL/ed/er/ing/s \\
6672       & plastere        & d/r \\
6673       & platform        & NULL/s \\
6674       & platonic        & NULL/a \\
6675       & platonis        & m/t \\
6676       & platoon         & NULL/s \\
6677       & platte          & d/r/rs \\
6678       & platter         & NULL/s \\
6679       & playback        & NULL/s \\
6680       & played          & -out/NULL \\
6681       & player          & 's/NULL/s/s' \\
6682       & players         & '/NULL \\
6683       & playhouse       & NULL/s \\
6684       & playin          & '/g \\
6685       & playmate        & NULL/s \\
6686       & playwright      & NULL/s \\
6687       & plaza           & NULL/s \\
6688       & plead           & NULL/ed/er/ing/s \\
6689       & pleade          & d/r \\
6690       & pleasan         & ce/t/tly \\
6691       & pleasant        & NULL/ly/ness \\
6692       & please          & NULL/d/s \\
6693       & pleasin         & '/g \\
6694       & pleasing        & NULL/ly \\
6695       & pleasure        & NULL/s \\
6696       & pledge          & NULL/d/s \\
6697       & pleura          & NULL/l \\
6698       & plie            & d/rs \\
6699       & plodd           & ed/ing \\
6700       & plot            & NULL/s/ted/ting \\
6701       & plott           & ed/ing \\
6702       & plow            & NULL/ed/ing/s \\
6703       & pluck           & NULL/ed/ing \\
6704       & plugg           & ed/ing \\
6705       & plumbe          & d/r \\
6706       & plume           & NULL/d \\
6707       & plung           & e/ed/es/ing \\
6708       & plunge          & NULL/d/s \\
6709       & plunk           & ers/ing \\
6710       & pluralis        & m/tic \\
6711       & poach           & NULL/es \\
6712       & pocketbook      & NULL/s \\
6713       & podger          & 's/NULL/s \\
6714       & poem            & NULL/s \\
6715       & poetic          & NULL/ally/s \\
6716       & poetry          & 's/NULL \\
6717       & poignan         & cy/t/tly \\
6718       & poignant        & NULL/ly \\
6719       & pointed         & NULL/ly \\
6720       & pointer         & NULL/s \\
6721       & poise           & NULL/d/s \\
6722       & poitrine        & 's/NULL \\
6723       & poke            & NULL/d/r/s \\
6724       & poland          & 's/NULL \\
6725       & polarit         & ies/y \\
6726       & polariz         & e/ed/ing \\
6727       & polarize        & NULL/d \\
6728       & pole            & NULL/s \\
6729       & polemic         & NULL/al/s \\
6730       & policem         & an/an's/en \\
6731       & policeman       & 's/NULL \\
6732       & policemen       & 's/NULL \\
6733       & polici          & es/ng \\
6734       & policy-mak      & ers/ing \\
6735       & polish          & NULL/ed/es/ing \\
6736       & polishe         & d/s \\
6737       & polite          & NULL/ly/ness \\
6738       & political       & NULL/ly \\
6739       & politician      & NULL/s \\
6740       & politico        & NULL/s \\
6741       & polle           & d/n \\
6742       & pollock         & 's/NULL \\
6743       & pollut          & ed/ion \\
6744       & polybutene      & NULL/s \\
6745       & polyester       & NULL/s \\
6746       & polyether       & NULL/s \\
6747       & polyisocyanate  & NULL/s \\
6748       & polymer         & NULL/ic/s \\
6749       & polymerization  & NULL/s \\
6750       & polynomial      & NULL/s \\
6751       & polyphosphate   & NULL/s \\
6752       & pompeii         & 's/NULL \\
6753       & pompous         & NULL/ly/ness \\
6754       & pont            & 's/NULL \\
6755       & pony            & 's/NULL \\
6756       & pool            & 's/NULL/ed/ing/s \\
6757       & poore           & r/st \\
6758       & pope            & 's/NULL/s \\
6759       & poppi           & es/ng \\
6760       & pops            & 's/NULL \\
6761       & populaire       & NULL/s \\
6762       & populat         & e/ed/ion/ions \\
6763       & populate        & NULL/d \\
6764       & population      & NULL/s \\
6765       & porch           & NULL/es \\
6766       & pore            & NULL/d/s \\
6767       & poro            & sity/us \\
6768       & portag          & e/o \\
6769       & portent         & ous/s \\
6770       & porter          & 's/NULL/s \\
6771       & porti           & a/on \\
6772       & portion         & NULL/s \\
6773       & portl           & and/y \\
6774       & portland        & 's/NULL \\
6775       & portwatchers    & '/NULL \\
6776       & poseur          & NULL/s \\
6777       & position        & NULL/ed/s \\
6778       & positive        & NULL/ly \\
6779       & positivis       & m/t/ts \\
6780       & positivist      & NULL/s \\
6781       & possem          & an/en \\
6782       & possesse        & d/s \\
6783       & possessi        & ng/on/ons/ve \\
6784       & possession      & NULL/s \\
6785       & possibilit      & ies/y \\
6786       & possibl         & e/y \\
6787       & postcard        & NULL/s \\
6788       & poste           & d/r/rs \\
6789       & postm           & an/en \\
6790       & postmaster      & 's/NULL/s \\
6791       & postpon         & e/ed/ing \\
6792       & postpone        & NULL/d/ment \\
6793       & postulate       & NULL/d/s \\
6794       & posture         & NULL/s \\
6795       & potato          & NULL/es \\
6796       & potboiler       & NULL/s \\
6797       & potemkin        & 's/NULL \\
6798       & poten           & cy/t \\
6799       & potential       & NULL/ity/ly/s \\
6800       & potentialit     & ies/y \\
6801       & potter          & NULL/s/y \\
6802       & pouch           & NULL/es \\
6803       & poultice        & NULL/s \\
6804       & pounds          & '/NULL \\
6805       & pour            & NULL/ed/ing/s \\
6806       & poussin         & 's/NULL/s \\
6807       & pout            & NULL/ed \\
6808       & powder          & NULL/ed/s/y \\
6809       & powell          & 's/NULL \\
6810       & powerful        & NULL/ly/ness \\
6811       & practica        & ble/l \\
6812       & practical       & NULL/ity/ly \\
6813       & practice        & NULL/d/s \\
6814       & practis         & ed/ing \\
6815       & practitioner    & NULL/s \\
6816       & pragmati        & c/sm \\
6817       & prais           & e/ed/es/ing \\
6818       & praise          & NULL/d/s \\
6819       & pram            & NULL/s \\
6820       & prank           & NULL/s \\
6821       & pratt           & 's/NULL \\
6822       & praye           & d/r/rs \\
6823       & prayer          & NULL/ful/s \\
6824       & prayerful       & NULL/ly \\
6825       & prayin          & '/g \\
6826       & pre-empti       & ng/on \\
6827       & pre-existen     & ce/t \\
6828       & pre-histor      & ic/y \\
6829       & preache         & d/r/rs/s \\
6830       & preacher        & NULL/s \\
6831       & preamble        & NULL/s \\
6832       & precarious      & NULL/ly \\
6833       & precaution      & NULL/ary/s \\
6834       & preceden        & ce/t/ts \\
6835       & precedent       & NULL/s \\
6836       & preceed         & ed/ing \\
6837       & precept         & NULL/s \\
6838       & precinct        & NULL/s \\
6839       & precipitat      & e/ed/ing \\
6840       & precipitate     & NULL/d \\
6841       & precise         & NULL/ly \\
6842       & preclude        & NULL/d \\
6843       & precoci         & ous/ty \\
6844       & precocious      & NULL/ly \\
6845       & precondition    & NULL/ed/s \\
6846       & predecessor     & NULL/s \\
6847       & predictabl      & e/y \\
6848       & predicti        & ng/on/ons/ve \\
6849       & prediction      & NULL/s \\
6850       & predisposition  & NULL/s \\
6851       & predominan      & ce/t/tly \\
6852       & predominant     & NULL/ly \\
6853       & predominati     & ng/on \\
6854       & preface         & NULL/d \\
6855       & prefecture      & NULL/s \\
6856       & preferabl       & e/y \\
6857       & preferen        & ce/ces/tial \\
6858       & preference      & NULL/s \\
6859       & preferential    & NULL/ly \\
6860       & preferr         & ed/ing \\
6861       & pregnan         & cy/t \\
6862       & prejudice       & NULL/d/s \\
6863       & preliminar      & ies/y \\
6864       & prelude         & NULL/s \\
6865       & premature       & NULL/ly \\
6866       & premier         & NULL/e/es \\
6867       & premiere        & NULL/s \\
6868       & premise         & NULL/s \\
6869       & premium         & NULL/s \\
6870       & premonit        & ion/ions/ory \\
6871       & premonition     & NULL/s \\
6872       & preoccupation   & NULL/s \\
6873       & preoccupie      & d/s \\
6874       & prepar          & e/ed/es/ing \\
6875       & preparati       & on/ons/ve \\
6876       & preparation     & NULL/s \\
6877       & prepare         & NULL/d/s \\
6878       & prepared        & NULL/ness \\
6879       & preposition     & NULL/al \\
6880       & prerogative     & NULL/s \\
6881       & presage         & NULL/d \\
6882       & presbyterian    & NULL/ism \\
6883       & prescribe       & NULL/d/s \\
6884       & prescripti      & on/ons/ve \\
6885       & prescription    & NULL/s \\
6886       & presence        & NULL/s \\
6887       & presenta        & ble/tion \\
6888       & presentation    & NULL/al/s \\
6889       & presente        & NULL/d/r \\
6890       & presently       & NULL/e \\
6891       & preserv         & e/ed/es/ing \\
6892       & preserve        & NULL/d/s \\
6893       & presse          & d/r/s \\
6894       & pressure        & NULL/s \\
6895       & presto          & NULL/n \\
6896       & presume         & NULL/d/s \\
6897       & presumption     & NULL/s \\
6898       & presuppose      & NULL/d/s \\
6899       & presupposition  & NULL/s \\
6900       & pretend         & NULL/ed/er/ing/s \\
6901       & pretende        & d/r \\
6902       & pretense        & NULL/s \\
6903       & pretext         & NULL/s \\
6904       & prettie         & r/st \\
6905       & pretty          & NULL/man \\
6906       & prevaile        & NULL/d \\
6907       & prevailin       & '/g \\
6908       & prevalen        & ce/t \\
6909       & preventi        & ng/on/ve \\
6910       & previous        & NULL/ly \\
6911       & prevision       & NULL/s \\
6912       & prey            & NULL/ing \\
6913       & price           & NULL/d/less/s \\
6914       & pride           & 's/NULL/s \\
6915       & primate         & NULL/s \\
6916       & prime           & NULL/d/rs/s \\
6917       & princess        & NULL/e \\
6918       & principal       & NULL/ly/s \\
6919       & principle       & NULL/s \\
6920       & printe          & d/r/r's \\
6921       & printer         & 's/NULL \\
6922       & priorit         & ies/y \\
6923       & prisoner        & NULL/s/s' \\
6924       & prisoners       & '/NULL \\
6925       & private         & NULL/ly \\
6926       & privilege       & NULL/d/s \\
6927       & prize           & NULL/d/s \\
6928       & probabilit      & ies/y \\
6929       & probabl         & e/y \\
6930       & probat          & e/ion \\
6931       & probe           & NULL/d/s \\
6932       & probing         & NULL/s \\
6933       & problem         & NULL/atic/s \\
6934       & problematic     & NULL/al \\
6935       & procedur        & al/e/es \\
6936       & procedure       & NULL/s \\
6937       & proceed         & NULL/ed/ing/ings/s \\
6938       & proceeding      & NULL/s \\
6939       & processe        & d/s \\
6940       & procession      & NULL/al \\
6941       & processor       & NULL/s \\
6942       & proclaim        & NULL/ed/ing/s \\
6943       & proclamation    & NULL/s \\
6944       & procrastinat    & e/ion \\
6945       & procreativ      & e/ity \\
6946       & proctor         & NULL/s \\
6947       & prodd           & ed/ing \\
6948       & prodigall       & NULL/y \\
6949       & producer        & NULL/s/s' \\
6950       & producers       & '/NULL \\
6951       & producin        & '/g \\
6952       & production      & NULL/s \\
6953       & productiv       & e/ity \\
6954       & profan          & e/ity \\
6955       & professed       & NULL/ly \\
6956       & professi        & ng/on/onal/ons \\
6957       & professor       & 's/NULL/s/ship \\
6958       & professors      & NULL/hip \\
